Unnamed: 0,pokedex_number,name,generation,is_legendary,type_number,type_1,type_2,height_m,weight_kg,ability_1,ability_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,base_friendship,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,Evolution,form,base_name,has_image
785,678,Meowstic Male,6,0,1,Psychic,,0.6,8.5,Keen Eye,Infiltrator,466.0,74.0,48.0,76.0,83.0,81.0,104.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
786,678,Meowstic Female,6,0,1,Psychic,,0.6,8.5,Keen Eye,Infiltrator,466.0,74.0,48.0,76.0,83.0,81.0,104.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
787,679,Honedge,6,0,2,Steel,Ghost,0.8,2.0,No Guard,,325.0,45.0,80.0,100.0,35.0,37.0,28.0,70.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,,base,,True
788,680,Doublade,6,0,2,Steel,Ghost,0.8,4.5,No Guard,,448.0,59.0,110.0,150.0,45.0,49.0,35.0,70.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,,base,,True
789,681,Aegislash Blade Forme,6,0,2,Steel,Ghost,1.7,53.0,Stance Change,,520.0,60.0,150.0,50.0,150.0,50.0,60.0,70.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,,base,,True
790,681,Aegislash Shield Forme,6,0,2,Steel,Ghost,1.7,53.0,Stance Change,,520.0,60.0,50.0,150.0,50.0,150.0,60.0,70.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,,base,,True
791,682,Spritzee,6,0,1,Fairy,,0.2,0.5,Healer,,341.0,78.0,52.0,60.0,63.0,65.0,23.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,base,,True
792,683,Aromatisse,6,0,1,Fairy,,0.8,15.5,Healer,,462.0,101.0,72.0,72.0,99.0,89.0,29.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,base,,True
793,684,Swirlix,6,0,1,Fairy,,0.4,3.5,Sweet Veil,,341.0,62.0,48.0,66.0,59.0,57.0,49.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,base,,True
794,685,Slurpuff,6,0,1,Fairy,,0.8,5.0,Sweet Veil,,480.0,82.0,80.0,86.0,85.0,75.0,72.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,base,,True
795,686,Inkay,6,0,2,Dark,Psychic,0.4,3.5,Contrary,Suction Cups,288.0,53.0,54.0,53.0,37.0,46.0,45.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,base,,True
796,687,Malamar,6,0,2,Dark,Psychic,1.5,47.0,Contrary,Suction Cups,482.0,86.0,92.0,88.0,68.0,75.0,73.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,base,,True
797,688,Binacle,6,0,2,Rock,Water,0.5,31.0,Sniper,Tough Claws,306.0,42.0,52.0,67.0,39.0,56.0,50.0,70.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,,True
798,689,Barbaracle,6,0,2,Rock,Water,1.3,96.0,Sniper,Tough Claws,500.0,72.0,105.0,115.0,54.0,86.0,68.0,70.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,,True
799,690,Skrelp,6,0,2,Poison,Water,0.5,7.3,Poison Point,Poison Touch,320.0,50.0,60.0,60.0,60.0,60.0,30.0,70.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,base,,True
800,691,Dragalge,6,0,2,Poison,Dragon,1.8,81.5,Poison Point,Poison Touch,494.0,65.0,75.0,90.0,97.0,123.0,44.0,70.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,,base,,True
801,692,Clauncher,6,0,1,Water,,0.5,8.3,Mega Launcher,,330.0,50.0,53.0,62.0,58.0,63.0,44.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,,True
802,693,Clawitzer,6,0,1,Water,,1.3,35.3,Mega Launcher,,500.0,71.0,73.0,88.0,120.0,89.0,59.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,,True
803,694,Helioptile,6,0,2,Electric,Normal,0.5,6.0,Dry Skin,Sand Veil,289.0,44.0,38.0,33.0,61.0,43.0,70.0,70.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,,base,,True
804,695,Heliolisk,6,0,2,Electric,Normal,1.0,21.0,Dry Skin,Sand Veil,481.0,62.0,55.0,52.0,109.0,94.0,109.0,70.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,,base,,True
805,696,Tyrunt,6,0,2,Rock,Dragon,0.8,26.0,Strong Jaw,,362.0,58.0,89.0,77.0,45.0,45.0,48.0,70.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,base,,True
806,697,Tyrantrum,6,0,2,Rock,Dragon,2.5,270.0,Strong Jaw,,521.0,82.0,121.0,119.0,69.0,59.0,71.0,70.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,base,,True
807,698,Amaura,6,0,2,Rock,Ice,1.3,25.2,Refrigerate,,362.0,77.0,59.0,50.0,67.0,63.0,46.0,70.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,,base,,True
808,699,Aurorus,6,0,2,Rock,Ice,2.7,225.0,Refrigerate,,521.0,123.0,77.0,72.0,99.0,92.0,58.0,70.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,,base,,True
809,700,Sylveon,6,0,1,Fairy,,1.0,23.5,Cute Charm,,525.0,95.0,65.0,65.0,110.0,130.0,60.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,base,,True
810,701,Hawlucha,6,0,2,Fighting,Flying,0.8,21.5,Limber,Unburden,500.0,78.0,92.0,75.0,74.0,63.0,118.0,70.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,,base,,True
811,702,Dedenne,6,0,2,Electric,Fairy,0.2,2.2,Cheek Pouch,Pickup,431.0,67.0,58.0,57.0,81.0,67.0,101.0,70.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,,base,,True
812,703,Carbink,6,0,2,Rock,Fairy,0.3,5.7,Clear Body,,500.0,50.0,50.0,150.0,50.0,150.0,50.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,,base,,True
813,704,Goomy,6,0,1,Dragon,,0.3,2.8,Sap Sipper,Hydration,300.0,45.0,50.0,35.0,55.0,75.0,40.0,35.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,base,,True
814,705,Sliggoo,6,0,1,Dragon,,0.8,17.5,Sap Sipper,Hydration,452.0,68.0,75.0,53.0,83.0,113.0,60.0,35.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,base,,True
815,706,Goodra,6,0,1,Dragon,,2.0,150.5,Sap Sipper,Hydration,600.0,90.0,100.0,70.0,110.0,150.0,80.0,35.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,base,,True
816,707,Klefki,6,0,2,Steel,Fairy,0.2,3.0,Prankster,,470.0,57.0,80.0,91.0,80.0,87.0,75.0,70.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,,base,,True
817,708,Phantump,6,0,2,Ghost,Grass,0.4,7.0,Natural Cure,Frisk,309.0,43.0,70.0,48.0,50.0,60.0,38.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
818,709,Trevenant,6,0,2,Ghost,Grass,1.5,71.0,Natural Cure,Frisk,474.0,85.0,110.0,76.0,65.0,82.0,56.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
819,710,Pumpkaboo Average Size,6,0,2,Ghost,Grass,0.4,5.0,Pickup,Frisk,335.0,49.0,66.0,70.0,44.0,55.0,51.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
820,710,Pumpkaboo Small Size,6,0,2,Ghost,Grass,0.3,3.5,Pickup,Frisk,335.0,44.0,66.0,70.0,44.0,55.0,56.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
821,710,Pumpkaboo Large Size,6,0,2,Ghost,Grass,0.5,7.5,Pickup,Frisk,335.0,54.0,66.0,70.0,44.0,55.0,46.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
822,710,Pumpkaboo Super Size,6,0,2,Ghost,Grass,0.8,15.0,Pickup,Frisk,335.0,59.0,66.0,70.0,44.0,55.0,41.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
823,711,Gourgeist Average Size,6,0,2,Ghost,Grass,0.9,12.5,Pickup,Frisk,494.0,65.0,90.0,122.0,58.0,75.0,84.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
824,711,Gourgeist Small Size,6,0,2,Ghost,Grass,0.7,9.5,Pickup,Frisk,494.0,55.0,85.0,122.0,58.0,75.0,99.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
825,711,Gourgeist Large Size,6,0,2,Ghost,Grass,1.1,14.0,Pickup,Frisk,494.0,75.0,95.0,122.0,58.0,75.0,69.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
826,711,Gourgeist Super Size,6,0,2,Ghost,Grass,1.7,39.0,Pickup,Frisk,494.0,85.0,100.0,122.0,58.0,75.0,54.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,True
827,712,Bergmite,6,0,1,Ice,,1.0,99.5,Own Tempo,Ice Body,304.0,55.0,69.0,85.0,32.0,35.0,28.0,70.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,,True
828,713,Avalugg,6,0,1,Ice,,2.0,505.0,Own Tempo,Ice Body,514.0,95.0,117.0,184.0,44.0,46.0,28.0,70.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,,True
829,714,Noibat,6,0,2,Flying,Dragon,0.5,8.0,Frisk,Infiltrator,245.0,40.0,30.0,35.0,45.0,40.0,55.0,70.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,,base,,True
830,715,Noivern,6,0,2,Flying,Dragon,1.5,85.0,Frisk,Infiltrator,535.0,85.0,70.0,80.0,97.0,80.0,123.0,70.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,,base,,True
831,716,Xerneas,6,1,1,Fairy,,3.0,215.0,Fairy Aura,,680.0,126.0,131.0,95.0,131.0,98.0,99.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,base,,True
832,717,Yveltal,6,1,2,Dark,Flying,5.8,203.0,Dark Aura,,680.0,126.0,131.0,95.0,131.0,98.0,99.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,,base,,True
833,718,Zygarde 50% Forme,6,1,2,Dragon,Ground,5.0,305.0,Aura Break,Power Construct,600.0,108.0,100.0,121.0,81.0,95.0,95.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,base,,True
834,718,Zygarde 10% Forme,6,1,2,Dragon,Ground,1.2,33.5,Aura Break,Power Construct,486.0,54.0,100.0,71.0,61.0,85.0,115.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,base,,True
835,718,Zygarde Complete Forme,6,1,2,Dragon,Ground,4.5,610.0,Power Construct,,708.0,216.0,100.0,121.0,91.0,95.0,85.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,base,,True
836,719,Diancie,6,0,2,Rock,Fairy,0.7,8.8,Clear Body,,600.0,50.0,100.0,150.0,100.0,150.0,50.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,,base,,True
837,719,Mega Diancie,6,0,2,Rock,Fairy,1.1,27.8,Magic Bounce,,700.0,50.0,160.0,110.0,160.0,110.0,110.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,,mega,Diancie,True
838,720,Hoopa Hoopa Confined,6,0,2,Psychic,Ghost,0.5,9.0,Magician,,600.0,80.0,110.0,60.0,150.0,130.0,70.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,,base,,True
839,720,Hoopa Hoopa Unbound,6,0,2,Psychic,Dark,6.5,490.0,Magician,,680.0,80.0,160.0,60.0,170.0,130.0,80.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,base,,True
840,721,Volcanion,6,0,2,Fire,Water,1.7,195.0,Water Absorb,,600.0,80.0,110.0,120.0,130.0,90.0,70.0,100.0,1.0,0.25,0.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,,base,,True
841,722,Rowlet,7,0,2,Grass,Flying,0.3,1.5,Overgrow,,320.0,68.0,55.0,55.0,50.0,50.0,42.0,70.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,,False
842,723,Dartrix,7,0,2,Grass,Flying,0.7,16.0,Overgrow,,420.0,78.0,75.0,75.0,70.0,70.0,52.0,70.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,,False
843,724,Decidueye,7,0,2,Grass,Ghost,1.6,36.6,Overgrow,,530.0,78.0,107.0,75.0,100.0,100.0,70.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,,False
844,725,Litten,7,0,1,Fire,,0.4,4.3,Blaze,,320.0,45.0,65.0,40.0,60.0,40.0,70.0,70.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,,False
845,726,Torracat,7,0,1,Fire,,0.7,25.0,Blaze,,420.0,65.0,85.0,50.0,80.0,50.0,90.0,70.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,,False
846,727,Incineroar,7,0,2,Fire,Dark,1.8,83.0,Blaze,,530.0,95.0,115.0,90.0,80.0,90.0,60.0,70.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,,base,,False
847,728,Popplio,7,0,1,Water,,0.4,7.5,Torrent,,320.0,50.0,54.0,54.0,66.0,56.0,40.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,,False
848,729,Brionne,7,0,1,Water,,0.6,17.5,Torrent,,420.0,60.0,69.0,69.0,91.0,81.0,50.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,,False
849,730,Primarina,7,0,2,Water,Fairy,1.8,44.0,Torrent,,530.0,80.0,74.0,74.0,126.0,116.0,60.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,,base,,False
850,731,Pikipek,7,0,2,Normal,Flying,0.3,1.2,Keen Eye,Skill Link,265.0,35.0,75.0,30.0,30.0,30.0,65.0,70.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,base,,False
851,732,Trumbeak,7,0,2,Normal,Flying,0.6,14.8,Keen Eye,Skill Link,355.0,55.0,85.0,50.0,40.0,50.0,75.0,70.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,base,,False
852,733,Toucannon,7,0,2,Normal,Flying,1.1,26.0,Keen Eye,Skill Link,485.0,80.0,120.0,75.0,75.0,75.0,60.0,70.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,base,,False
853,734,Yungoos,7,0,1,Normal,,0.4,6.0,Strong Jaw,Stakeout,253.0,48.0,70.0,30.0,30.0,30.0,45.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,,False
854,735,Gumshoos,7,0,1,Normal,,0.7,14.2,Strong Jaw,Stakeout,418.0,88.0,110.0,60.0,55.0,60.0,45.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,,False
855,736,Grubbin,7,0,1,Bug,,0.4,4.4,Swarm,,300.0,47.0,62.0,45.0,55.0,45.0,46.0,70.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,,False
856,737,Charjabug,7,0,2,Bug,Electric,0.5,10.5,Battery,,400.0,57.0,82.0,95.0,55.0,75.0,36.0,70.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,base,,False
857,738,Vikavolt,7,0,2,Bug,Electric,1.5,45.0,Levitate,,500.0,77.0,70.0,90.0,145.0,75.0,43.0,70.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,base,,False
858,739,Crabrawler,7,0,1,Fighting,,0.6,7.0,Hyper Cutter,Iron Fist,338.0,47.0,82.0,57.0,42.0,47.0,63.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,,False
859,740,Crabominable,7,0,2,Fighting,Ice,1.7,180.0,Hyper Cutter,Iron Fist,478.0,97.0,132.0,77.0,62.0,67.0,43.0,70.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,,base,,False
860,741,Oricorio Baile Style,7,0,2,Fire,Flying,0.6,3.4,Dancer,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,70.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,,base,,False
861,741,Oricorio Pom-Pom Style,7,0,2,Electric,Flying,0.6,3.4,Dancer,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,70.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,base,,False
862,741,Oricorio Pa'u Style,7,0,2,Psychic,Flying,0.6,3.4,Dancer,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,70.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,base,,False
863,741,Oricorio Sensu Style,7,0,2,Ghost,Flying,0.6,3.4,Dancer,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,70.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,,base,,False
864,742,Cutiefly,7,0,2,Bug,Fairy,0.1,0.2,Honey Gather,Shield Dust,304.0,40.0,45.0,40.0,55.0,40.0,84.0,70.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,,base,,False
865,743,Ribombee,7,0,2,Bug,Fairy,0.2,0.5,Honey Gather,Shield Dust,464.0,60.0,55.0,60.0,95.0,70.0,124.0,70.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,,base,,False
866,744,Rockruff,7,0,1,Rock,,0.5,9.2,Keen Eye,Vital Spirit,280.0,45.0,65.0,40.0,30.0,40.0,60.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,,False
867,744,Own Tempo Rockruff,7,0,1,Rock,,0.5,9.2,Own Tempo,,280.0,45.0,65.0,40.0,30.0,40.0,60.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,,False
868,745,Lycanroc Midday Form,7,0,1,Rock,,0.8,25.0,Keen Eye,Sand Rush,487.0,75.0,115.0,65.0,55.0,65.0,112.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,,False
869,745,Lycanroc Midnight Form,7,0,1,Rock,,1.1,25.0,Keen Eye,Vital Spirit,487.0,85.0,115.0,75.0,55.0,75.0,82.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,,False
870,745,Lycanroc Dusk Form,7,0,1,Rock,,0.8,25.0,Tough Claws,,487.0,75.0,117.0,65.0,55.0,65.0,110.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,,False
871,746,Wishiwashi Solo Form,7,0,1,Water,,0.2,0.3,Schooling,,175.0,45.0,20.0,20.0,25.0,25.0,40.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,,False
872,746,Wishiwashi School Form,7,0,1,Water,,8.2,78.6,Schooling,,620.0,45.0,140.0,130.0,140.0,135.0,30.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,,False
873,747,Mareanie,7,0,2,Poison,Water,0.4,8.0,Merciless,Limber,305.0,50.0,53.0,62.0,43.0,52.0,45.0,70.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,base,,False
874,748,Toxapex,7,0,2,Poison,Water,0.7,14.5,Merciless,Limber,495.0,50.0,63.0,152.0,53.0,142.0,35.0,70.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,base,,False
